ad_number	applicability
2012-02-08	This AD applies to Aviation Communication & Surveillance Systems (ACSS) traffic alert and collision avoidance system (TCAS) units with part numbers identified in ACSS Technical Newsletter 8008359, Revision B, dated August 3, 2011, as installed on but not limited to various transport and small airpla
2012-02-11	This AD applies to Rolls-Royce plc RB211-535E4-37, -535E4-B-37, -535E4-B-75, and -535E4-C-37 turbofan engines.
2012-02-07	This AD applies to General Electric Company (GE) CF6-45A, CF6- 45A2, CF6-50A, CF6-50C, CF6-50CA, CF6-50C1, CF6-50C2, CF6-50C2B, CF6-50C2D, CF6-50E, CF6-50E1, CF6-50E2, and CF6-50E2B turbofan engines, including engines marked on the engine data plate as CF6- 50C2-F and CF6-50C2-R, with any of the low
2012-02-05	This AD applies to all Thielert Aircraft Engines GmbH TAE 125- 02-99 and TAE-125-02-114 reciprocating engines with friction disk, part number (P/N) 05-7211-K010201, installed.
2012-01-11	This AD applies to the following model and serial number airplanes, certificated in any category: (1) Group 1 Airplanes: Cirrus Design Corporation Model SR22T airplanes, serial numbers 0001 through 0169, except 0004, 0019, 0027, 0047, 0097, 0126, 0127, 0135, 0138, 0139, 0144, 0154, 0155, 0157, 0158,
2011-27-08	This airworthiness directive (AD) becomes effective February 8, 2012.
2012-01-07	This AD applies to BRP--POWERTRAIN GMBH & CO KG Rotax 914 F2, 914 F3, and 914 F4 reciprocating engines with certain fuel pressure regulators, part number (P/N) 887130 installed.
2012-01-10	This AD applies to General Electric Company (GE) CF34-10E series turbofan engines, serial number (S/N) 994116, and S/Ns 994118 through 994187, inclusive.
2011-27-51	This AD applies to the following Hawker Beechcraft Corporation airplanes, certificated in any category:  Models Serial Nos.  (1) 1900.............................. UA-3. (2) 1900C............................. UB-1 through UB-74 and UC-1 through UC-174. (3) 1900C (Military).................. UD-1 thr
2012-01-02	This AD applies to Schempp-Hirth Flugzeugbau Discus 2cT gliders, serial numbers 1 through 35, certificated in any category, except those on which a engine pylon, part number (P/N) M03RT841, is installed.
2012-01-01	This AD applies to all serial numbers of the airplanes listed in table 1 of this AD, that are: (1) Equipped with a Rotax Aircraft Engines 912 A series engine, with a part number (P/N) 888164 crankshaft installed, serial numbers 40232 through 40267, 40293 through 40374, 40408 through 40433, and 40435
2011-18-21	This AD applies to Rolls-Royce plc (RR) engine models RB211- 524B-02, -524B3-02 engines and RB211-524B2, -524B4, -524C2, and - 524D4 series engines with a front combustion liner assembly that incorporates RR Service Bulletin (SB) No. RB.211-72-7221 or RR SB No. RB.211-72-7998, but doesn't incorporat
2011-26-10	This airworthiness directive (AD) becomes effective January 23, 2012.
2010-06-12R1	This AD applies to Thielert Aircraft Engines GmbH (TAE) models TAE 125-01 and TAE 125-02-99 reciprocating engines.
2011-26-11	This AD applies to General Electric Company (GE) GE90-110B1 and GE90-115B turbofan engines with high-pressure compressor (HPC) stages 2-5 spool, part number (P/Ns) 351-103-106-0, 351-103-107-0, 351-103-108-0, 351-103-109-0, 351-103-141-0, 351-103-142-0, 351-103- 143-0, or 351-103-144-0, installed.
2011-27-04	This AD applies to Hawker Beechcraft Corporation Models 95-C55, D55, E55, 58, and 58A airplanes, all serial numbers that are: (1) equipped with Supplemental Type Certificate (STC) SA1762SO; and (2) certificated in any category.  Note 1: STC SA1762SO is sometimes referred to as the ``Foxstar modifica
2011-27-01	This AD applies to Turbomeca Arriel 1B turboshaft engines with M03 modules modified by TU 76 or TU 202, and not modified by TU 148, and if fitted with a repaired 2nd stage turbine nozzle guide vane (NGV). The M03 module contains the 2nd stage turbine NGV, 1st stage turbine disc, and 2nd stage turbin
2011-26-08	This AD applies to all Rolls-Royce plc (RR) RB211-Trent 875-17, 877-17, 884-17, 884B-17, 892-17, 892B-17, and 895-17 turbofan engines. These engines are installed on, but not limited to, Boeing 777 series airplanes.
2011-26-07	This AD applies to TCM and R-RM C-125, C-145, O-300, IO-360, TSIO-360, and LTSIO-520-AE series reciprocating engines with Champion Aerospace (formerly Unison Industries) Slick Magnetos, models 6314, 6324, and 6364, with magneto serial numbers (S/Ns) of 99110001 through 99129999, inclusive.
2011-25-12	This AD applies to Pratt & Whitney Canada PT6A-15AG, -27, -28, - 34, -34AG, -34B, and -36 series turboprop engines that have had maintenance done to the power section module involving the first stage reduction sun gear or planetary gear set replacement since December 22, 2008, and having a: (1) Timk
2011-26-02	This AD applies to Turbomeca Arriel 1A, 1A1, 1B, 1C, 1C1, 1C2, 1D, 1D1, and 1S1 turboshaft engines that have incorporated Modification TU347.
2011-25-51	This emergency AD applies to Continental Motors, Inc. (CMI) TSIO-520-B, BB, D, DB, E, EB, J, JB, K, KB, N, NB, UB, VB; TSIO-550- K; TSIOF-550-K; IO-550-N (Turbo-normalized only; STC SE10589SC); with a starter adapter part number (P/N) 642085A17, 642085A19, 642085A20, 642085-1A1, and R-642085A17, ins
2011-25-11	This AD applies to all The Boeing Company 757-200, 757-200PF, 757-200CB, 757-300, 767-200, 767-300, and 767-300F series airplanes; certificated in any category.
2011-25-08	This AD applies to International Aero Engines (IAE) V2500-A1, V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528- D5, V2530-A5, and V2533-A5 turbofan engines.
2011-25-10	Pratt & Whitney Corp (PW) JT9D-7R4H1 turbofan engines with a high-pressure compressor (HPC) shaft, part number (P/N) 808070 or 808071, installed.
2011-25-02	This AD applies to BRP-Powertrain GmbH & Co. KG Rotax 912 F2, 912 F3, 912 F4, 912 S2, 912 S3, 912 S4, 914 F2, 914 F3, and 914 F4 reciprocating engines, with the following part number (P/N) 888164 crankshafts installed.  Table 1--Affected P/N 888164 Crankshaft Serial Nos. (S/Ns)  S/Ns 40232 through 4
2011-25-09	This AD applies to the following Pratt & Whitney Division (PW) turbofan engines, with high-pressure turbine (HPT) stage 1 airseal, part number (P/N) 50L879; HPT stage 2 airseal, P/N 53L030; or HPT stage 1 airseal ring, P/N 50L664, installed:  (1) PW4000-100'' Engines  PW4000-100'' engine models PW41
2011-24-11	This AD applies to Honeywell International Inc. ALF502L-2C, ALF502R-3, ALF502R-3A, ALF502R-5, LF507-1F, and LF507-IH turbofan engines with any of the second stage high pressure compressor (HPC2) discs, part number (P/N) 2-101-332-12, serial numbers (S/N) listed in Table 2 of Honeywell International 
2011-24-08	This AD applies to Makila 1A2 turboshaft engines, all serial numbers.
2011-23-13	This AD applies to Honeywell International Inc. LTS101-600A-2, - 3, -3A, and LTS101-700D-2 turboshaft engines with a power turbine governor (PTG) model AL-AB1, part number 4-301-289-03, 4-301-289-05, 4-301-289-09, 4-301-101-16, or 4-301-101-18, installed, that is marked with compliance symbol N or P
2011-23-11	This AD applies to Pacific Aerospace Limited Models FU24-954 and FU24A-954 airplanes, all serial numbers, certificated in any category.
2011-23-01	This AD applies to Thielert Aircraft Engines GmbH (TAE): (1) TAE 125-01 reciprocating engines (commercial designation Centurion 1.7), all serial numbers (S/Ns), if a clutch assembly part number (P/N) 02-7210-11001R13 is installed, and (2) TAE 125-02-99 reciprocating engines (commercial designation C
2011-21-17	This AD applies to General Electric Company (GE) CT7-8A, CT7- 8A1, CT7-8E, and CT7-8F5 turboshaft engines, with fuel filter differential pressure switch, part number (P/N) TD028VF0H7Y5 (part of fuel filter assembly, P/N 4110T53P06), installed.
2011-22-03	This AD applies to Rolls-Royce Corporation (RRC) AE 3007A, AE 3007A1/1, AE 3007A1, AE 3007A1/3, AE 3007A1E, AE 3007A1P, and AE 3007A3 turbofan engines, with any of the 6th-through-13th stage compressor wheel part numbers (P/Ns) in Table 1 of this AD installed.  Table 1--6th-Through-13th Stage Compre
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-22-02	airplanes; Model A300 B4-605R and B4-622R airplanes; Model A300 F4- 605R and F4-622R airplanes; Model A300 C4-605R Variant F airplanes; and Model A310-203, -204, -221, -222, -304, -322, -324, and -325 airplanes; certificated in any category.  Subject
2011-20-51	This AD applies to Pratt & Whitney Canada PT6A-15AG, -27, -28, - 34, -34AG, -34B, and -36 series turboprop engines that have had maintenance done to the power section module involving first stage reduction sun gear replacement since February 3, 2010, and having a Timken Alcor Aerospace Technologies,
2011-21-01	600, and 700 airplanes; and Fokker Services B.V. Model F.28 Mark 0070, 0100, 1000, 2000, 3000, and 4000 airplanes; certificated in any category; all serial numbers.  Note 1: This AD requires revisions to certain operator maintenance documents to include a new Critical Design Configuration Control Li
2011-17-07	This AD applies to the following M7 Aerospace LP airplanes, certificated in any category, as identified in Table 1 of this AD:  Table 1--Applicability Model-- Serial Nos.--  SA226-T.................................. T265, T267. SA226-T(B)............................... T(B)348. SA226-TC.............
2011-15-11	This AD applies to Cessna Aircraft Company (Cessna) Models 337, 337A (USAF 02B), 337B, 337C, 337D, 337E, T337E, 337F, T337F, 337G, T337G, M337B, F 337E, FT337E, F 337F, FT337F, F 337G, and FT337GP airplanes, all serial numbers, that: (1) Are certificated in any category; and (2) Are or have ever bee
2011-15-10	This AD applies to the Superior Air Parts engine models and Lycoming engine models listed in Table 1 of this AD with an AVStar Fuel Systems (AFS) fuel servo diaphragm, part numbers (P/Ns) AV2541801 and AV2541803, installed.  Table 1--Affected Lycoming and Superior Air Parts Engines Engine manufactur
2011-15-05	(1) This AD applies to Hawker Beechcraft Corporation Models B300 and B300C (C-12W) airplanes, all serial numbers, that: (2) Are certificated in any category; and (3) Are modified per Hawker Beechcraft Drawing 130M000030 or Kit Drawing 130-4014 that incorporate Pilot's Operating Handbook and FAA Appr
2010-26-11	Unsafe Condition  (d) This AD was prompted by an accident and the subsequent discovery of cracks in the main rotor blade (blade) spars. We are issuing this AD to prevent blade failure and subsequent loss of control of the helicopter.  Compliance  (e) Before further flight, unless already done: (1) R
2010-23-03	and -300 series airplanes, line numbers 1 through 1050 inclusive, and all Model 767-200, -300, -300F, and -400ER series airplanes; certificated in any category.  Subject  (d) Joint Aircraft System Component (JASC)/Air Transport Association (ATA) of America Code 28: Fuel.  Unsafe Condition  (e) This 
2010-23-03	and -300 series airplanes, line numbers 1 through 1050 inclusive, and all Model 767-200, -300, -300F, and -400ER series airplanes; certificated in any category.  Subject  (d) Joint Aircraft System Component (JASC)/Air Transport Association (ATA) of America Code 28: Fuel.  Unsafe Condition  (e) This 
2010-23-03	and -300 series airplanes, line numbers 1 through 1050 inclusive, and all Model 767-200, -300, -300F, and -400ER series airplanes; certificated in any category.  Subject  (d) Joint Aircraft System Component (JASC)/Air Transport Association (ATA) of America Code 28: Fuel.  Unsafe Condition  (e) This 
2010-22-03	-324, and -325 airplanes, certificated in any category.  Subject
2010-16-04	series airplanes, certificated in any category; line numbers 1 through 763 inclusive, except line number 758, which was accomplished in production.  Subject
2010-14-20	Unsafe Condition  (d) This AD results from reports of 10 hubs found cracked during propeller overhaul. We are issuing this AD to prevent failure of the propeller hub, which could cause blade separation, damage to the airplane, and loss of control of the airplane.  Compliance  (e) You are responsible
2010-12-02	turboshaft engines with a comparator/selector (CS) board, part  number (P/N) 0 177 99 716 0, and a serial number (S/N) between 241EL  and 1192EL (inclusive) installed. These engines are installed on,  but not limited to, Eurocopter AS 332 C, AS 332 C1, AS 332 L, and AS  332 L1 helicopters.  Reason
2010-12-03	and -3B turbofan engines with 25 degrees midspan shroud fan blades,  part numbers (P/Ns) 9527M99P08, 9527M99P09, 9527M99P10, 9527M99P11,  1285M39P01, or fan blade pairs, P/Ns 335-088-901-0, 335-088-902-0,  335-088-903-0, and 335-088-904-0 installed. These engines are  installed on, but not limited t
2010-12-04	certificated in any category.  Subject
2010-11-11	certificated in any category, serial numbers 60-002 through 60-369  inclusive.  Subject
2010-11-09	models TAE 125-01 and TAE 125-02-99 reciprocating engines designated  with part number (P/N) 05-7200-K000301 or 02-7200-1401R1. The  engines are installed on, but not limited to, Diamond Aircraft  Industries Model DA 42 airplanes.  Reason
2008-16-03	PC-6/350-H2, PC-6/A, PC-6/A-H1, PC-6/A-H2, PC-6/B-H2, PC-6/B1-H2, PC-6/B2-H2, PC-6/B2-H4, PC-6/C-H2, and PC-6/C1-H2 airplanes, manufacturer serial numbers (MSN) MSN 101 through MSN 999 and MSN 2001 through MSN 2092, certificated in any category, with mechanically operated flaps and leaf springs, par
2008-14-06	horizontal stabilizer, part number (P/N) 206-023-119-167, and Model 407 helicopters with horizontal stabilizer, P/N 407-023-801-109, installed, certificated in any category.  Reason  (d) The mandatory continuing airworthiness information (MCAI) states: ``Horizontal stabilizers part numbers 206-023-1
2008-14-06	horizontal stabilizer, part number (P/N) 206-023-119-167, and Model 407 helicopters with horizontal stabilizer, P/N 407-023-801-109, installed, certificated in any category.  Reason  (d) The mandatory continuing airworthiness information (MCAI) states: ``Horizontal stabilizers part numbers 206-023-1
2008-14-04	Reason  (d) The mandatory continuing airworthiness information (MCAI) states: ``This Airworthiness Directive (AD) is issued because it was found that the power drawn by the starter generators from the engines is above the consumption capacity at altitudes above 3,000 meters, declared for the engines
2008-06-12	Jetstream Series 3101, and Jetstream Model 3201 airplanes, all serial numbers, certificated in any category.  Subject  (d) Air Transport Association of America (ATA) Code 32: Landing Gear. (e) The mandatory continuing airworthiness information (MCAI) states:  Two incidents have been reported where t
2007-18-09	Unsafe Condition  (d) This AD results from a report of an incident where an airplane landed with the nose landing gear (NLG) turned 90 degrees from centerline, and from additional reports of NLG upper support anti-rotation lugs rupturing in service. We are issuing this AD to prevent landings with th
2007-18-08	Unsafe Condition  (d) This AD results from a report of in-service delamination of a flexible hose in the slat anti-icing system at a time earlier than previously reported. We are issuing this AD to prevent collapse of the flexible hoses in the slat anti-icing system, which could lead to insufficient
2007-17-06	Model Serial Nos.  DA 40.................................. All serial numbers beginning with 40.006. DA 40F................................. All serial numbers beginning with 40.F001. All serial numbers beginning with 40.FC001. Subject
